1.068
1.129
1.138
1.134
1.016
1.044
1.054
1.096
1.054
1.082
1.044
1.035
1.101
1.054
1.068
1.129
1.049
0.997
1.049
1.068
1.091
1.054
1.091
1.026
1.091
1.068
1.007
1.044
1.026
1.03
